Layer,Code,Parent Account,Name,Type,,active,pending,state
Layer 5,13603902,13603,FESTIVAL SANCHAY PROKALPA,Interest Payable Accounts,Interest payable on Recurring Deposit,True,False,approve
Layer 5,13603903,13603,UNIQUE SAVING PLAN,Interest Payable Accounts,Interest payable on Recurring Deposit,True,False,approve
Layer 5,13603904,13603,EID UL FITRE SANCHAY PROKALPA,Interest Payable Accounts,Interest payable on Recurring Deposit,True,False,approve
Layer 5,13603905,13603,EID UL AZHA SANCHAY PROKALPA,Interest Payable Accounts,Interest payable on Recurring Deposit,True,False,approve
Layer 5,13603906,13603,DURGA PUJA SANCHAY PROKALPA,Interest Payable Accounts,Interest payable on Recurring Deposit,True,False,approve
Layer 5,13604001,13604,Interest Payable on Special Notice Deposits,Interest Payable Accounts,Interest Payable on Special Notice Deposits,True,False,approve
Layer 5,13605001,13605,Interest Payable on NFCD USD,Interest Payable Accounts,Interest Payable on Term Deposits FC,True,False,approve
Layer 5,13605002,13605,IP FC FD Ind OBU,Interest Payable Accounts,Interest Payable on Term Deposits FC,True,False,approve
Layer 5,13605003,13605,IP FC FD Inst OBU,Interest Payable Accounts,Interest Payable on Term Deposits FC,True,False,approve
Layer 5,13606001,13606,Interest Payable on SB Personal Foreign Currency Account USD,Interest Payable Accounts,Interest Payable on Savings Bank Accounts FC,True,False,approve
Layer 5,13606002,13606,Interest Payable on SBResident Foreign Currency USD,Interest Payable Accounts,Interest Payable on Savings Bank Accounts FC,True,False,approve
Layer 5,13607001,13607,IP RTD Double Benefit Scheme,Interest Payable Accounts,Interest payable on Term Deposits Reinvestments,True,False,approve
Layer 5,13607002,13607,IP Reinvestment Term Deposits General,Interest Payable Accounts,Interest payable on Term Deposits Reinvestments,True,False,approve
Layer 5,13607003,13607,IP RTD MTB Buniad,Interest Payable Accounts,Interest payable on Term Deposits Reinvestments,True,False,approve
Layer 5,13607004,13607,Interest payable on Reinvestment Term Deposit NRB,Interest Payable Accounts,Interest payable on Term Deposits Reinvestments,True,False,approve
Layer 5,13607901,13607,Interest payable MTB DOUBLE SAVER (DST),Interest Payable Accounts,Interest payable on Term Deposits Reinvestments,True,False,approve
Layer 5,13607902,13607,Interest payable MTB TRIPLE SAVER PLAN,Interest Payable Accounts,Interest payable on Term Deposits Reinvestments,True,False,approve
Layer 5,13607903,13607,Interest Payable Fixed Deposit (DST),Interest Payable Accounts,Interest payable on Term Deposits Reinvestments,True,False,approve
Layer 5,13607904,13607,Interest Payable MTB 1.5 Times Benefit Plan,Interest Payable Accounts,Interest payable on Term Deposits Reinvestments,True,False,approve
Layer 5,13608001,13608,Interest Payable on MTB Gift Cheque,Interest Payable Accounts,Interest Payable on Other Deposit Products,True,False,approve
Layer 5,13701001,13701,Interest Payable on Bank Deposits (Time Deposit),Interest Payable Accounts,Interest Payable on Bank Deposits,True,False,approve
Layer 5,13701002,13701,Interest Payable on Bank Deposits (SND),Interest Payable Accounts,Interest Payable on Bank Deposits,True,False,approve
Layer 5,13702001,13702,Interest Payable on NBFI Term Deposits,Interest Payable Accounts,Interest Payable on NBFI Deposits,True,False,approve
Layer 5,13801001,13801,P O Issued,Liabilities: Office Accounts,Bills Payable,True,False,approve
Layer 5,13801002,13801,P.S. Issued,Liabilities: Office Accounts,Bills Payable,True,False,approve
Layer 5,13801003,13801,DD Payable,Liabilities: Office Accounts,Bills Payable,True,False,approve
Layer 5,13801004,13801,T.T. Payable,Liabilities: Office Accounts,Bills Payable,True,False,approve
Layer 5,13801005,13801,M.T. Payable,Liabilities: Office Accounts,Bills Payable,True,False,approve
Layer 5,14101001,14101,Subordinated Bond,Liabilities: Customer Accounts,Subordinated Bond,True,False,approve
Layer 5,14102001,14102,Interest Payable on Subordinated Bond,Interest Payable Accounts,Interest on Subordinated Bond,True,False,approve
Layer 5,14201001,14201,Other Bond,Liabilities: Customer Accounts,Other Bond,True,False,approve
Layer 5,14202001,14202,Interest Payable on Other Bond,Interest Payable Accounts,Interest on Other Bond,True,False,approve
Layer 5,15101001,15101,Interest Suspenses Account Sub-Standard,Liabilities: Office Accounts,Interest Suspenses Account,True,False,approve
Layer 5,15101002,15101,Interest Suspenses Account Doubtful,Liabilities: Office Accounts,Interest Suspenses Account,True,False,approve
Layer 5,15101003,15101,Interest Suspenses Account Bad & Loss,Liabilities: Office Accounts,Interest Suspenses Account,True,False,approve
Layer 5,15201001,15201,Clearing House Adjustment IW,Liabilities: Office Accounts,Clearing House Adjustment,True,False,approve
Layer 5,15202001,15202,Provision for Tax,Liabilities: Office Accounts,Provision for Tax,True,False,approve
Layer 5,15203001,15203,Adjusting A/c Credit,Liabilities: Office Accounts,Adjusting A/c Credit,True,False,approve
Layer 5,15203002,15203,Adjusting A/c Credit USD OBU,Liabilities: Office Accounts,Adjusting A/c Credit,True,False,approve
Layer 5,15204001,15204,Profit for the Year,Liabilities: Office Accounts,Profit for the Year,True,False,approve
Layer 5,15205001,15205,Unearned Income,Liabilities: Office Accounts,Unearned Income,True,False,approve
Layer 5,15206001,15206,Liabilities under Finance Lease,Liabilities: Office Accounts,Liabilities under Finance Lease,True,False,approve
Layer 5,15207001,15207,Deferred Tax Liability,Liabilities: Office Accounts,Deferred Tax Liability,True,False,approve
Layer 5,15208001,15208,Employees Welfare Fund,Liabilities: Office Accounts,Staff Fund,True,False,approve
Layer 5,15208002,15208,Employees Medical Assistance Fund (Liability),Liabilities: Office Accounts,Staff Fund,True,False,approve
Layer 5,15208003,15208,Employees Provident Fund,Liabilities: Office Accounts,Staff Fund,True,False,approve
Layer 5,15208004,15208,Employees' Death Benefit Fund,Liabilities: Office Accounts,Staff Fund,True,False,approve
Layer 5,15209001,15209,Contribution to MTB Foundation (Liability),Liabilities: Office Accounts,Contribution to MTB Foundation,True,False,approve
Layer 5,15210001,15210,Repo Interest Income Account,Treasury Liabilities,Repo Interest Income Account,True,False,approve
Layer 5,15211001,15211,Exchange Equalization Fund,Liabilities: Office Accounts,Exchange Equalization Fund,True,False,approve
Layer 5,15212001,15212,Advance Intt. on Treasury Bill,Liabilities: Office Accounts,Advance Intt. on Treasury Bill,True,False,approve
Layer 5,15213001,15213,NOSTRO A/c Adjustment,Treasury Liabilities,NOSTRO A/c Adjustment,True,False,approve
Layer 5,15214001,15214,Transit A/c- Reverase Repo,Liabilities: Office Accounts,Transit A/c- Reverse Repo,True,False,approve
Layer 5,15215001,15215,Revaluation Gain on HFT Securities,Treasury Liabilities,Revaluation Gain on HFT Securities,True,False,approve
Layer 5,15216001,15216,VAT on Income,Liabilities: Office Accounts,VAT payable,True,False,approve
Layer 5,15216002,15216,VAT on Expenditure,Liabilities: Office Accounts,VAT payable,True,False,approve
Layer 5,15216003,15216,VAT on Other <Customer>,Liabilities: Office Accounts,VAT payable,True,False,approve
Layer 5,15216004,15216,VAT on Utility Bill,Liabilities: Office Accounts,VAT payable,True,False,approve
Layer 5,15217001,15217,Excise Duty,Liabilities: Office Accounts,Excise Duty payable,True,False,approve
Layer 5,15218001,15218,Source Tax on Revenue Expenses,Liabilities: Office Accounts,Source Tax <TDS> payable,True,False,approve
Layer 5,15218002,15218,Source Tax on Interest on Deposits,Liabilities: Office Accounts,Source Tax <TDS> payable,True,False,approve
Layer 5,15218003,15218,"Source Tax on SWIFT, Reuters & VISA Bill <Outward remittance>",Liabilities: Office Accounts,Source Tax <TDS> payable,True,False,approve
Layer 5,15218004,15218,Source Tax on misc income of customers,Liabilities: Office Accounts,Source Tax <TDS> payable,True,False,approve
Layer 5,15219001,15219,Insurance Premium (BDT),Liabilities: Office Accounts,Card Settlement Account,True,False,approve
Layer 5,15219002,15219,Card Settlement Account,Liabilities: Office Accounts,Card Settlement Account,True,False,approve
Layer 5,15219003,15219,Dispute Account - ATM,Liabilities: Office Accounts,Card Settlement Account,True,False,approve
Layer 5,15219004,15219,Dispute Account - POS,Liabilities: Office Accounts,Card Settlement Account,True,False,approve
Layer 5,15219005,15219,Marchant Payable A/c,Liabilities: Office Accounts,Card Settlement Account,True,False,approve
Layer 5,15219006,15219,Card Tran. Fees Receive (VISA),Liabilities: Office Accounts,Card Settlement Account,True,False,approve
Layer 5,15220001,15220,VISA Prepaid International (USD),Liabilities: Office Accounts,Card Settlement Account <FC>,True,False,approve
Layer 5,15221001,15221,NPSB OFF-US ATM,Liabilities: Office Accounts,NPSB Transaction Settlement,True,False,approve
Layer 5,15221002,15221,Transaction Fee (NPSB) Debit Card,Liabilities: Office Accounts,NPSB Transaction Settlement,True,False,approve
Layer 5,15222001,15222,Agent Banking Utility Bill Payable,Liabilities: Office Accounts,Agent Banking,True,False,approve
Layer 5,15222002,15222,Agent Banking Utility Bill Commision Payable,Liabilities: Office Accounts,Agent Banking,True,False,approve
Layer 5,15222003,15222,Agent Banking Float Sharing Commision Payable,Liabilities: Office Accounts,Agent Banking,True,False,approve
Layer 5,15222004,15222,Agent Banking Loan Reletionship Fee Payable,Liabilities: Office Accounts,Agent Banking,True,False,approve
Layer 5,15222005,15222,Agent Banking Cheque Book Fee Comm. Payable,Liabilities: Office Accounts,Agent Banking,True,False,approve
Layer 5,15222006,15222,Agent Banking Transaction Commision Payable,Liabilities: Office Accounts,Agent Banking,True,False,approve
Layer 5,15222007,15222,Agent Banking Remittance Commision Payable,Liabilities: Office Accounts,Agent Banking,True,False,approve
Layer 5,15222008,15222,Agent Banking Debit Card Fee Commision Payable,Liabilities: Office Accounts,Agent Banking,True,False,approve
Layer 5,15223001,15223,Outstanding Expenses,Liabilities: Office Accounts,Outstanding Expenses,True,False,approve
Layer 5,15224001,15224,Bonus Payable,Liabilities: Office Accounts,Bonus Payable,True,False,approve
Layer 5,15225001,15225,Gratuity Payable,Liabilities: Office Accounts,Gratuity Payable,True,False,approve
Layer 5,15301001,15301,Provision for Unclassified Loans & Advance,Liabilities: Office Accounts,Provision for Advances,True,False,approve
Layer 5,15301002,15301,Provision for Classified Loans & Advance,Liabilities: Office Accounts,Provision for Advances,True,False,approve
Layer 5,15301003,15301,Provision for Off-balance sheet Items (Liability),Liabilities: Office Accounts,Provision for Advances,True,False,approve
Layer 5,15301004,15301,General Provision,Liabilities: Office Accounts,Provision for Advances,True,False,approve
Layer 5,15302001,15302,Provision agt. Investment in Securities,Liabilities: Office Accounts,Provision for Investments,True,False,approve
Layer 5,15303001,15303,Provision for Other Asset,Liabilities: Office Accounts,Provision for others,True,False,approve
Layer 5,15401001,15401,Accumulated Depreciation on Immovable Property,Liabilities: Office Accounts,Accumulated Depreciation on Immovable Property,True,False,approve
Layer 5,15402001,15402,Accumulated Depreciation on Fixture,Liabilities: Office Accounts,Accumulated Depreciation on Furniture & Fixture,True,False,approve
Layer 5,15402002,15402,Accumulated Depreciation on Furniture,Liabilities: Office Accounts,Accumulated Depreciation on Furniture & Fixture,True,False,approve
Layer 5,15403001,15403,Accumulated Depreciation on Electrical Equipments,Liabilities: Office Accounts,Accumulated Depreciation on Office Equipments,True,False,approve
Layer 5,15403002,15403,Accumulated Depreciation on other Office Equipments,Liabilities: Office Accounts,Accumulated Depreciation on Office Equipments,True,False,approve
Layer 5,15404001,15404,Accumulated Depreciation on Computers,Liabilities: Office Accounts,Accumulated Depreciation on Computers,True,False,approve
Layer 5,15405001,15405,Accumulated Depreciation on Motor Cars,Liabilities: Office Accounts,Accumulated Depreciation on Motor Vehicles,True,False,approve
Layer 5,15405002,15405,Accumulated Depreciation on Motor Cycles,Liabilities: Office Accounts,Accumulated Depreciation on Motor Vehicles,True,False,approve
Layer 5,15406001,15406,Accumulated Amortization of Software,Liabilities: Office Accounts,Accumulated Amortization of Intangible Assets,True,False,approve
Layer 5,21101001,21101,Cash with Vault (including Cash with Tellers),Assets: Office Accounts,Cash in Hand <BDT>,True,False,approve
Layer 5,21101002,21101,Cash in Transit,Assets: Office Accounts,Cash in Hand <BDT>,True,False,approve
Layer 5,21101003,21101,Cash with ATM,Assets: Office Accounts,Cash in Hand <BDT>,True,False,approve
Layer 5,21101004,21101,Cash in Kiosk ATM,Assets: Office Accounts,Cash in Hand <BDT>,True,False,approve
Layer 5,21101005,21101,Cash with Service Provider,Assets: Office Accounts,Cash in Hand <BDT>,True,False,approve
Layer 5,21102001,21102,Cash with Vault <USD>,Assets: Office Accounts,Cash in Hand <FC>,True,False,approve
Layer 5,21102002,21102,Cash with Vault <GBP>,Assets: Office Accounts,Cash in Hand <FC>,True,False,approve
Layer 5,21102003,21102,Cash with Vault <JPY>,Assets: Office Accounts,Cash in Hand <FC>,True,False,approve
Layer 5,21102004,21102,Cash with Vault <EUR>,Assets: Office Accounts,Cash in Hand <FC>,True,False,approve
Layer 5,21102011,21102,Cash in Transit <USD>,Assets: Office Accounts,Cash in Hand <FC>,True,False,approve
Layer 5,21102012,21102,Cash in Transit <GBP>,Assets: Office Accounts,Cash in Hand <FC>,True,False,approve
Layer 5,21102013,21102,Cash in Transit <JPY>,Assets: Office Accounts,Cash in Hand <FC>,True,False,approve
Layer 5,21102014,21102,Cash in Transit <EUR>,Assets: Office Accounts,Cash in Hand <FC>,True,False,approve
Layer 5,21201001,21201,Balance with Bangladesh Bank,Assets: Office Accounts,Balance with BB <LCY>,True,False,approve
Layer 5,21201002,21201,Bangladesh Bank- RTGS Settlement A/c,Assets: Office Accounts,Balance with BB <LCY>,True,False,approve
Layer 5,21202001,21202,Bangladesh Bank FC Clearing A/c (EUR),Assets: Office Accounts,Balance with BB <FCY>,True,False,approve
Layer 5,21202002,21202,Bangladesh Bank FC Clearing A/c (USD),Assets: Office Accounts,Balance with BB <FCY>,True,False,approve
Layer 5,21202003,21202,Bangladesh Bank FC Clearing A/c CNY,Assets: Office Accounts,Balance with BB <FCY>,True,False,approve
Layer 5,21202004,21202,Bangladesh Bank FC Clearing A/c (GBP),Assets: Office Accounts,Balance with BB <FCY>,True,False,approve
Layer 5,21202005,21202,Bangladesh Bank FC Clearing A/c (JPY),Assets: Office Accounts,Balance with BB <FCY>,True,False,approve
Layer 5,21202041,21202,Bangladesh Bank RTGS Settlement A/c (USD),Assets: Office Accounts,Balance with BB <FCY>,True,False,approve
Layer 5,21202042,21202,Bangladesh Bank RTGS Settlement A/c (GBP),Assets: Office Accounts,Balance with BB <FCY>,True,False,approve
Layer 5,21202043,21202,Bangladesh Bank RTGS Settlement A/c (EUR),Assets: Office Accounts,Balance with BB <FCY>,True,False,approve
Layer 5,21202921,21202,Bangladesh Bank FC Clearing A/c (DAD-USD),Assets: Office Accounts,Balance with BB <FCY>,True,False,approve
Layer 5,21202922,21202,Bangladesh Bank FC Clearing A/c (DAD-EUR),Assets: Office Accounts,Balance with BB <FCY>,True,False,approve
Layer 5,21202923,21202,Bangladesh Bank FC Clearing A/c (DAD-GBP),Assets: Office Accounts,Balance with BB <FCY>,True,False,approve
Layer 5,21301001,21301,Balance with Sonali Bank,Assets: Office Accounts,Balance with Agent Bank <BDT>,True,False,approve
Layer 5,21401001,21401,Balance with other Banks <Cont. Acctts.> BDT,Assets: Customer Accounts,Other Banks & FIs in Bangladesh,True,False,approve
Layer 5,21401002,21401,Balance with other Banks <Deal Acctts.> BDT,Assets: Customer Accounts,Other Banks & FIs in Bangladesh,True,False,approve
