,Name,Parent,sequence,sign,type,style_overwrite
13602911,Interest Payable on BUDDHA PURNIMA SANCHAY PROKALPA,Interest payable on Recurring Deposit,12,Preserve balance sign,Account Type,
13604,Interest Payable on Special Notice Deposits,"Interest Payable on Customer Deposits -SB, FD, RD, SND etc.",3,Preserve balance sign,View,
13604001,Interest Payable on Special Notice Deposits,Interest Payable on Special Notice Deposits,3,Preserve balance sign,View,
13605,Interest Payable on Term Deposits FC,"Interest Payable on Customer Deposits -SB, FD, RD, SND etc.",4,Preserve balance sign,View,
13605001,Interest Payable on NFCD USD,Interest Payable on Term Deposits FC,0,Preserve balance sign,Account Type,
13605002,IP FC FD Ind OBU,Interest Payable on Term Deposits FC,1,Preserve balance sign,Account Type,
13605003,IP FC FD Inst OBU,Interest Payable on Term Deposits FC,2,Preserve balance sign,Account Type,
13606,Interest Payable on Savings Bank Accounts FC,"Interest Payable on Customer Deposits -SB, FD, RD, SND etc.",5,Preserve balance sign,View,
13606001,Interest Payable on SB Personal Foreign Currency Account USD,Interest Payable on Savings Bank Accounts FC,0,Preserve balance sign,Account Type,
13606002,Interest Payable on SBResident Foreign Currency USD,Interest Payable on Savings Bank Accounts FC,1,Preserve balance sign,Account Type,
13607,Interest payable on Term Deposits Reinvestments,"Interest Payable on Customer Deposits -SB, FD, RD, SND etc.",6,Preserve balance sign,View,
13607001,IP RTD Double Benefit Scheme,Interest payable on Term Deposits Reinvestments,0,Preserve balance sign,Account Type,
13607002,IP Reinvestment Term Deposits General,Interest payable on Term Deposits Reinvestments,1,Preserve balance sign,Account Type,
13607003,IP RTD MTB Buniad,Interest payable on Term Deposits Reinvestments,2,Preserve balance sign,Account Type,
13607004,Interest payable on Reinvestment Term Deposit NRB,Interest payable on Term Deposits Reinvestments,0,Preserve balance sign,View,
13607901,Interest payable MTB DOUBLE SAVER (DST),Interest payable on Term Deposits Reinvestments,4,Preserve balance sign,Account Type,
13607902,Interest payable MTB TRIPLE SAVER PLAN,Interest payable on Term Deposits Reinvestments,5,Preserve balance sign,View,
13607903,Interest Payable Fixed Deposit (DST),Interest payable on Term Deposits Reinvestments,6,Preserve balance sign,Account Type,
13607904,Interest Payable MTB 1.5 Times Benefit Plan,Interest payable on Term Deposits Reinvestments,7,Preserve balance sign,Account Type,
13608,Interest Payable on Other Deposit Products,"Interest Payable on Customer Deposits -SB, FD, RD, SND etc.",7,Preserve balance sign,View,
13608001,Interest Payable on MTB Gift Cheque,Interest Payable on Other Deposit Products,0,Preserve balance sign,Account Type,
13701,Interest Payable on Bank Deposits,"Interest Payable on Customer Deposits -SB, FD, RD, SND etc.",8,Preserve balance sign,View,
13701001,Interest Payable on Bank Deposits (Time Deposit),Interest Payable on Bank Deposits,0,Preserve balance sign,Account Type,
13701002,Interest Payable on Bank Deposits (SND),Interest Payable on Bank Deposits,1,Preserve balance sign,Account Type,
13702001,Interest Payable on NBFI Term Deposits,Interest Payable on Bank Deposits,2,Preserve balance sign,View,
138,Customer Deposits -Bills Payable,Deposits,6,Preserve balance sign,View,
13801,Bills Payable,Customer Deposits -Bills Payable,0,Preserve balance sign,Account Type,
13801001,P O Issued,Bills Payable,0,Preserve balance sign,Account Type,
13801002,P.S. Issued,Bills Payable,1,Preserve balance sign,Account Type,
13801003,DD Payable,Bills Payable,2,Preserve balance sign,Account Type,
13801004,T.T. Payable,Bills Payable,3,Preserve balance sign,Account Type,
13801005,M.T. Payable,Bills Payable,4,Preserve balance sign,Account Type,
14,Bond,Liabilities,7,Preserve balance sign,View,
141,Subordinated Bond,Bond,6,Preserve balance sign,View,
14101,Subordinated Bond,Subordinated Bond,6,Preserve balance sign,View,
14101001,Subordinated Bond,Subordinated Bond,6,Preserve balance sign,View,
14102,Interest on Subordinated Bond,Subordinated Bond,1,Preserve balance sign,View,
14102001,Interest Payable on Subordinated Bond,Interest on Subordinated Bond,0,Preserve balance sign,Account Type,
142,Other Bond,Bond,7,Preserve balance sign,View,
14201,Other Bond,Other Bond,7,Preserve balance sign,View,
14201001,Other Bond,Other Bond,7,Preserve balance sign,View,
14202,Interest on Other Bond,Other Bond,1,Preserve balance sign,View,
14202001,Interest Payable on Other Bond,Interest on Other Bond,0,Preserve balance sign,Account Type,
15,Other Liabilities,Liabilities,8,Preserve balance sign,View,
151,Interest Suspenses Account,Other Liabilities,0,Preserve balance sign,Account Type,
15101,Interest Suspenses Account,Interest Suspenses Account,0,Preserve balance sign,Account Type,
15101001,Interest Suspenses Account Sub-Standard,Interest Suspenses Account,0,Preserve balance sign,Account Type,
15101002,Interest Suspenses Account Doubtful,Interest Suspenses Account,1,Preserve balance sign,Account Type,
15101003,Interest Suspenses Account Bad & Loss,Interest Suspenses Account,2,Preserve balance sign,Account Type,
152,Other misc. liabilities,Other Liabilities,1,Preserve balance sign,View,
15201,Clearing House Adjustment,Other misc. liabilities,0,Preserve balance sign,View,
15201001,Clearing House Adjustment IW,Clearing House Adjustment,0,Preserve balance sign,Accounts,
15202,Provision for Tax,Other misc. liabilities,1,Preserve balance sign,View,
15202001,Provision for Tax,Provision for Tax,1,Preserve balance sign,View,
15203,Adjusting A/c Credit (Sundry Liab),Other misc. liabilities,2,Preserve balance sign,View,
15203001,Adjusting A/c Credit (Sundry Liab),Adjusting A/c Credit (Sundry Liab),2,Preserve balance sign,View,
15203002,Adjusting A/c Credit USD OBU,Adjusting A/c Credit (Sundry Liab),1,Preserve balance sign,Account Type,
15204,Profit for the Year,Other misc. liabilities,3,Preserve balance sign,View,
15204001,Profit for the Year,Profit for the Year,3,Preserve balance sign,View,
15205,Unearned Income,Other misc. liabilities,4,Preserve balance sign,View,
15205001,Unearned Income,Unearned Income,4,Preserve balance sign,View,
15206,Liabilities under Finance Lease,Other misc. liabilities,5,Preserve balance sign,View,
15206001,Liabilities under Finance Lease,Liabilities under Finance Lease,5,Preserve balance sign,View,
15207,Deferred Tax Liability,Other misc. liabilities,6,Preserve balance sign,View,
15207001,Deferred Tax Liability,Deferred Tax Liability,6,Preserve balance sign,View,
15208,Staff Fund,Other misc. liabilities,7,Preserve balance sign,View,
15208001,Employees Welfare Fund,Staff Fund,0,Preserve balance sign,Account Type,
15208002,Employees Medical Assistance Fund (Liability),Staff Fund,1,Preserve balance sign,Account Type,
15208003,Employees Provident Fund,Staff Fund,2,Preserve balance sign,Account Type,
15208004,Employees' Death Benefit Fund,Staff Fund,0,Preserve balance sign,View,
15209,Contribution to MTB Foundation,Other misc. liabilities,8,Preserve balance sign,View,
15209001,Contribution to MTB Foundation (Liability),Contribution to MTB Foundation,0,Preserve balance sign,Account Type,
15210,Repo Interest Income Account,Other misc. liabilities,9,Preserve balance sign,View,
15210001,Repo Interest Income Account,Repo Interest Income Account,9,Preserve balance sign,View,
15211,Exchange Equalization Fund,Other misc. liabilities,10,Preserve balance sign,View,
15211001,Exchange Equalization Fund,Exchange Equalization Fund,10,Preserve balance sign,View,
15212,Advance Intt. on Treasury Bill,Other misc. liabilities,11,Preserve balance sign,View,
15212001,Advance Intt. on Treasury Bill,Advance Intt. on Treasury Bill,11,Preserve balance sign,View,
15213,NOSTRO A/c Adjustment,Other misc. liabilities,12,Preserve balance sign,View,
15213001,NOSTRO A/c Adjustment,NOSTRO A/c Adjustment,12,Preserve balance sign,View,
15214,Transit A/c- Reverse Repo,Other misc. liabilities,13,Preserve balance sign,View,
15214001,Transit A/c- Reverse Repo,Transit A/c- Reverse Repo,13,Preserve balance sign,View,
15215,Revaluation Gain on HFT Securities,Other misc. liabilities,14,Preserve balance sign,View,
15215001,Revaluation Gain on HFT Securities,Revaluation Gain on HFT Securities,14,Preserve balance sign,View,
15216,VAT payable,Other misc. liabilities,15,Preserve balance sign,View,
15216001,VAT on Income,VAT payable,0,Preserve balance sign,Account Type,
15216002,VAT on Expenditure,VAT payable,1,Preserve balance sign,Account Type,
15216003,VAT on Other <Customer>,VAT payable,2,Preserve balance sign,Account Type,
15216004,VAT on Utility Bill,VAT payable,3,Preserve balance sign,Account Type,
15217,Excise Duty payable,Other misc. liabilities,16,Preserve balance sign,View,
15217001,Excise Duty,Excise Duty payable,0,Preserve balance sign,Account Type,
15218,Source Tax <TDS> payable,Other misc. liabilities,17,Preserve balance sign,View,
15218001,Source Tax on Revenue Expenses,Source Tax <TDS> payable,0,Preserve balance sign,Account Type,
15218002,Source Tax on Interest on Deposits,Source Tax <TDS> payable,1,Preserve balance sign,Account Type,
15218003,"Source Tax on SWIFT, Reuters & VISA Bill <Outward remittance>",Source Tax <TDS> payable,2,Preserve balance sign,Account Type,
15218004,Source Tax on misc income of customers,Source Tax <TDS> payable,3,Preserve balance sign,Account Type,
15219,Card Settlement Account,Other misc. liabilities,18,Preserve balance sign,View,
15219001,Insurance Premium (BDT),Card Settlement Account,4,Preserve balance sign,Account Type,
15219002,Card Settlement Account,Card Settlement Account,18,Preserve balance sign,View,
15219003,Dispute Account - ATM,Card Settlement Account,2,Preserve balance sign,Account Type,
15219004,Dispute Account - POS,Card Settlement Account,3,Preserve balance sign,Account Type,
15219005,Marchant Payable A/c,Card Settlement Account,3,Preserve balance sign,Account Type,
15219006,Card Tran. Fees Receive (VISA),Card Settlement Account,5,Preserve balance sign,Account Type,
15220,Card Settlement Account <FC>,Other misc. liabilities,19,Preserve balance sign,View,
15220001,VISA Prepaid International (USD),Card Settlement Account <FC>,0,Preserve balance sign,View,
15221,NPSB Transaction Settlement,Other misc. liabilities,20,Preserve balance sign,View,
15221001,NPSB OFF-US ATM,NPSB Transaction Settlement,0,Preserve balance sign,View,
15221002,Transaction Fee (NPSB) Debit Card,NPSB Transaction Settlement,1,Preserve balance sign,Account Type,
15222,Agent Banking,Other misc. liabilities,21,Preserve balance sign,View,
15222001,Agent Banking Utility Bill Payable,Agent Banking,0,Preserve balance sign,Account Type,
15222002,Agent Banking Utility Bill Commision Payable,Agent Banking,1,Preserve balance sign,View,
15222003,Agent Banking Float Sharing Commision Payable,Agent Banking,2,Preserve balance sign,Account Type,
15222004,Agent Banking Loan Reletionship Fee Payable,Agent Banking,3,Preserve balance sign,Account Type,
15222005,Agent Banking Cheque Book Fee Comm. Payable,Agent Banking,4,Preserve balance sign,Account Type,
15222006,Agent Banking Transaction Commision Payable,Agent Banking,5,Preserve balance sign,View,
15222007,Agent Banking Remittance Commision Payable,Agent Banking,6,Preserve balance sign,Account Type,
15222008,Agent Banking Debit Card Fee Commision Payable,Agent Banking,7,Preserve balance sign,Account Type,
15223,Outstanding Expenses,Other misc. liabilities,22,Preserve balance sign,View,
15223001,Outstanding Expenses,Outstanding Expenses,22,Preserve balance sign,View,
15224,Bonus Payable,Other misc. liabilities,23,Preserve balance sign,View,
15224001,Bonus Payable,Bonus Payable,23,Preserve balance sign,View,
15225,Gratuity Payable,Other misc. liabilities,24,Preserve balance sign,View,
15225001,Gratuity Payable,Gratuity Payable,24,Preserve balance sign,View,
153,Provision,Other Liabilities,2,Preserve balance sign,View,
15301,Provision for Advances,Provision,1,Preserve balance sign,Account Type,
15301001,Provision for Unclassified Loans & Advance,Provision for Advances,0,Preserve balance sign,Account Type,
15301002,Provision for Classified Loans & Advance,Provision for Advances,1,Preserve balance sign,Account Type,
15301003,Provision for Off-balance sheet Items (Liability),Provision for Advances,2,Preserve balance sign,Account Type,
15301004,General Provision,Provision for Advances,0,Preserve balance sign,View,
15302,Provision for Investments,Provision,2,Preserve balance sign,View,
15302001,Provision agt. Investment in Securities,Provision for Investments,0,Preserve balance sign,Account Type,
15303,Provision for others,Provision,2,Preserve balance sign,View,
15303001,Provision for Other Asset,Provision for others,0,Preserve balance sign,Account Type,
154,Accumulated Depreciation,Other Liabilities,3,Preserve balance sign,View,
15401,Accumulated Depreciation on Immovable Property,Accumulated Depreciation,0,Preserve balance sign,Account Type,
15401001,Accumulated Depreciation on Immovable Property,Accumulated Depreciation on Immovable Property,0,Preserve balance sign,Account Type,
15402,Accumulated Depreciation on Furniture & Fixture,Accumulated Depreciation,1,Preserve balance sign,View,
15402001,Accumulated Depreciation on Fixture,Accumulated Depreciation on Furniture & Fixture,0,Preserve balance sign,Account Type,
15402002,Accumulated Depreciation on Furniture,Accumulated Depreciation on Furniture & Fixture,1,Preserve balance sign,Account Type,
15403,Accumulated Depreciation on Office Equipments,Accumulated Depreciation,2,Preserve balance sign,View,
15403001,Accumulated Depreciation on Electrical Equipments,Accumulated Depreciation on Office Equipments,0,Preserve balance sign,Account Type,
15403002,Accumulated Depreciation on other Office Equipments,Accumulated Depreciation on Office Equipments,1,Preserve balance sign,Account Type,
15404,Accumulated Depreciation on Computers,Accumulated Depreciation,3,Preserve balance sign,View,
15404001,Accumulated Depreciation on Computers,Accumulated Depreciation on Computers,3,Preserve balance sign,View,
15405,Accumulated Depreciation on Motor Vehicles,Accumulated Depreciation,4,Preserve balance sign,View,
15405001,Accumulated Depreciation on Motor Cars,Accumulated Depreciation on Motor Vehicles,0,Preserve balance sign,Account Type,
15405002,Accumulated Depreciation on Motor Cycles,Accumulated Depreciation on Motor Vehicles,1,Preserve balance sign,Account Type,
15406,Accumulated Amortization of Intangible Assets,Accumulated Depreciation,5,Preserve balance sign,View,
15406001,Accumulated Amortization of Software,Accumulated Amortization of Intangible Assets,0,Preserve balance sign,Account Type,
159,Miscellaneous Liabilities created for Migration,Other Liabilities,4,Preserve balance sign,View,
15999,Miscellaneous Liabilities created for Migration,Miscellaneous Liabilities created for Migration,4,Preserve balance sign,View,
15999001,Miscellaneous Liabilities created for Migration,Miscellaneous Liabilities created for Migration,4,Preserve balance sign,View,
3,Income (31101001 to 34114001),Statement of Affairs,1,Preserve balance sign,Accounts,
5,Contra & Contingent <L>,Statement of Affairs,2,Preserve balance sign,View,
51,Contra,Contra & Contingent <L>,0,Preserve balance sign,View,
511,Bills sent for collection,Contra,0,Preserve balance sign,View,
51101001,Foreign Bills sent for collection,Bills sent for collection,0,Preserve balance sign,Accounts,
51101002,Foreign Cheques sent for collection,Bills sent for collection,1,Preserve balance sign,Account Type,
51102001,Inland Bills sent for collection,Bills sent for collection,2,Preserve balance sign,Account Type,
51102002,Inland Cheques sent for collection,Bills sent for collection,3,Preserve balance sign,Account Type,
512,Bills received for Collection,Contra,2,Preserve balance sign,View,
51201001,Foreign Bills recvd. for collection,Bills received for Collection,0,Preserve balance sign,Account Type,
51201002,Foreign Cheques recvd. for collection,Bills received for Collection,1,Preserve balance sign,Accounts,
51202001,Inland Bills received for collection,Bills received for Collection,2,Preserve balance sign,Accounts,
51202002,Inland Cheques received for collection,Bills received for Collection,3,Preserve balance sign,View,
513,Forward Contract,Contra,3,Preserve balance sign,View,
51301001,Forward Contract Cus. USD Purchase,Forward Contract,0,Preserve balance sign,Accounts,
51302001,Forward Contract Cus. USD Sale,Forward Contract,1,Preserve balance sign,Accounts,
52,Contingent,Contra & Contingent <L>,1,Preserve balance sign,View,
521,Bank Guarantee <Contingent>,Contingent,0,Preserve balance sign,Accounts,
52101001,Bankers Liability on BG Outward Performance (Inland),Bank Guarantee <Contingent>,0,Preserve balance sign,Accounts,
52101002,Bankers Liability on BG Outward Financial (Inland),Bank Guarantee <Contingent>,0,Preserve balance sign,View,
52101003,Bankers Liability on BG Outward DPG (Inland),Bank Guarantee <Contingent>,2,Preserve balance sign,Accounts,
52102001,Bankers Liability on BG Outward Performance (Foreign),Bank Guarantee <Contingent>,0,Preserve balance sign,View,
52102002,Bankers Liability on BG Outward Financial (Foreign),Bank Guarantee <Contingent>,0,Preserve balance sign,View,
52102003,Bankers Liability on BG Outward DPG (Foreign),Bank Guarantee <Contingent>,0,Preserve balance sign,View,
52103001,Bankers Liability on BG Outward Performance (Foreign) <OBU>,Bank Guarantee <Contingent>,0,Preserve balance sign,View,
52103002,Bankers Liability on BG Outward Financial (Foreign) <OBU>,Bank Guarantee <Contingent>,0,Preserve balance sign,View,
52103003,Bankers Liability on BG Outward DPG (Foreign) <OBU>,Bank Guarantee <Contingent>,0,Preserve balance sign,View,
522,Letter of Credit <Contingent>,Contingent,1,Preserve balance sign,View,
52201001,Banker's Liability on ILC Sight,Letter of Credit <Contingent>,0,Preserve balance sign,Accounts,
52201002,Banker's Liability on ILC Cash,Letter of Credit <Contingent>,1,Preserve balance sign,Accounts,
52201003,Banker's Liability on BTB ILC Cash,Letter of Credit <Contingent>,2,Preserve balance sign,Accounts,
52201004,Banker's Liability on BTB ILC Usance,Letter of Credit <Contingent>,3,Preserve balance sign,Accounts,
52202001,Banker's Liability on Cash FLC Sight,Letter of Credit <Contingent>,4,Preserve balance sign,Accounts,
52202002,Banker's Liability on FLC Usance,Letter of Credit <Contingent>,5,Preserve balance sign,Accounts,
52202003,Banker's Liability on BTB FLC Sight,Letter of Credit <Contingent>,6,Preserve balance sign,Accounts,
52202004,Banker's Liability on BTB FLC Usance,Letter of Credit <Contingent>,7,Preserve balance sign,Accounts,
523,Accepted Bills under LC <Contingent>,Contingent,2,Preserve balance sign,View,
52301001,Bankers Liability for Accepted Bills <Inland>,Accepted Bills under LC <Contingent>,0,Preserve balance sign,Accounts,
52302002,Bankers Liability for Accepted Bills other Banks <Foreign>,Accepted Bills under LC <Contingent>,1,Preserve balance sign,Accounts,
9,System Account,Statement of Affairs,13,Preserve balance sign,Accounts,
90001001,MTB General Account <inter Branch Suspense>,System Account,0,Preserve balance sign,View,
90002001,Intra Branch Suspense Account,System Account,1,Preserve balance sign,Accounts,
90003001,Cross Currency Suspense Account,System Account,2,Preserve balance sign,Accounts,
90004001,Currency Position Account <USD>,System Account,3,Preserve balance sign,Accounts,
90004002,Currency Position Account <GBP>,System Account,4,Preserve balance sign,Accounts,
90004003,Currency Position Account <EUR>,System Account,5,Preserve balance sign,Accounts,
90004004,Currency Position Account <CHF>,System Account,6,Preserve balance sign,Accounts,
90004005,Currency Position Account <JPY>,System Account,7,Preserve balance sign,Accounts,
90004006,Currency Position Account <SGD>,System Account,8,Preserve balance sign,Accounts,
90004007,Currency Position Account <AUD>,System Account,9,Preserve balance sign,Accounts,
90004008,Currency Position Account <AED>,System Account,10,Preserve balance sign,Accounts,
90004009,Currency Position Account <QAR>,System Account,11,Preserve balance sign,Accounts,
90004010,Currency Position Account <SAR>,System Account,12,Preserve balance sign,Accounts,
90005001,BDT Position Account,System Account,13,Preserve balance sign,Accounts,
90006001,Inter System Suspense Account BDT,System Account,14,Preserve balance sign,Accounts,
90007001,Inter System Suspense Account <USD>,System Account,15,Preserve balance sign,Accounts,
90007002,Inter System Suspense Account <GBP>,System Account,16,Preserve balance sign,Accounts,
